-0.109375,0.0146484375,0.048828125,-0.1796875,0.048828125,-0.2109375,0.041015625,-0.08203125,0.1171875,-0.11328125,0.0703125,0.041015625,-0.09765625,-0.020507812,0.2421875,0.1015625,-0.1640625,0.1328125,0.033203125,-0.28125,-0.1171875,-0.044921875,-0.1640625,-0.04296875,0.020507812,-0.1796875,-0.046875,0.0020751953,0.041015625,0.34375,0.08203125,0.0546875
-0.2421875,-0.203125,0.05078125,-0.0048828125,-0.08203125,-0.0703125,0.1328125,-0.0390625,0.12109375,-0.0126953125,-0.03515625,-0.048828125,0.07421875,-0.1328125,-0.1484375,0.1171875,-0.060546875,-0.265625,0.2109375,0.08203125,-0.08203125,0.1328125,0.07421875,-0.01953125,-0.029296875,0.018554688,-0.1015625,0.041015625,-0.041015625,-0.203125,-0.0859375,-0.1640625
0.05859375,0.15625,-0.03125,0.022460938,-0.07421875,-0.07421875,-0.05859375,-0.05859375,0.1171875,0.15625,0.06640625,0.056640625,0.025390625,0.037109375,0.1484375,0.03125,0.1171875,0.0,0.009277344,0.046875,-0.1171875,-0.0703125,-0.11328125,0.11328125,-0.0390625,-0.08203125,-0.08984375,0.0,0.09375,-0.078125,-0.046875,-0.018554688
0.01953125,0.140625,-0.078125,0.048828125,0.020507812,0.03125,-0.052734375,0.08203125,-0.015136719,0.1015625,0.1875,-0.060546875,-0.11328125,-0.0625,0.109375,-0.09765625,0.11328125,0.05859375,-0.01953125,-0.10546875,-0.012207031,-0.0859375,-0.046875,-0.048828125,0.15625,0.2109375,-0.009277344,0.1328125,0.0703125,0.03515625,-0.1484375,0.03125
-0.048828125,-0.1171875,-0.044921875,-0.013183594,0.004638672,0.07421875,0.28125,0.1640625,-0.2265625,-0.2265625,0.265625,-0.0234375,0.08984375,0.10546875,0.1796875,0.00390625,-0.04296875,0.04296875,0.296875,0.048828125,0.060546875,0.0068359375,-0.1875,0.056640625,0.052734375,-0.25,0.1953125,0.359375,-0.1640625,-0.0546875,0.0234375,0.008300781
-0.0146484375,-0.05859375,-0.007080078,0.09375,0.0043945312,0.125,0.1953125,0.2109375,-0.12109375,-0.0087890625,0.026367188,0.018554688,0.037109375,-0.15625,0.020507812,0.041015625,0.203125,0.05859375,0.1640625,0.1640625,0.07421875,-0.09375,0.0625,-0.09765625,-0.171875,-0.0625,-0.1640625,-0.078125,-0.010253906,0.25,-0.033203125,-0.08984375
-0.265625,-0.171875,-0.026367188,-0.2421875,-0.0625,0.056640625,-0.10546875,-0.046875,0.1328125,-0.12109375,0.056640625,0.016601562,0.07421875,-0.002319336,-0.004638672,0.265625,-0.10546875,0.1328125,-0.060546875,-0.12109375,0.018554688,0.1796875,-0.04296875,-0.04296875,0.1640625,-0.1953125,-0.037109375,-0.06640625,-0.1484375,0.265625,0.12109375,0.0859375
0.026367188,0.025390625,0.1484375,0.08203125,0.026367188,0.109375,0.265625,0.1875,-0.11328125,-0.033203125,-0.0625,0.140625,0.0859375,-0.1953125,0.1015625,0.1796875,0.203125,0.0625,0.12109375,0.08203125,0.1796875,-0.0390625,0.1328125,0.056640625,-0.0013427734,-0.08203125,-0.07421875,-0.06640625,0.026367188,0.140625,-0.08203125,-0.0703125
0.2109375,-0.0546875,0.0625,0.1875,0.1875,0.05859375,0.06640625,0.03515625,-0.1328125,0.1328125,0.125,-0.296875,-0.234375,-0.024414062,0.2421875,0.09765625,0.15625,0.21875,-0.1015625,-0.265625,-0.0703125,0.05078125,-0.017578125,-0.140625,0.10546875,0.125,0.033203125,0.0,-0.078125,-0.078125,-0.40625,-0.0859375
-0.234375,-0.044921875,-0.07421875,-0.060546875,0.1484375,-0.02734375,-0.28125,0.029296875,-0.041015625,-0.28125,0.03515625,-0.10546875,0.004638672,-0.08203125,-0.029296875,0.140625,0.28125,0.0390625,-0.09765625,0.0390625,-0.0126953125,0.030273438,0.15625,-0.0703125,0.0146484375,-0.026367188,-0.056640625,0.15625,0.026367188,-0.0041503906,0.028320312,0.265625
